frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,perspective_transform
0,0,[276.4089660644531 434.8717346191406 1018.8073120117188 984.9287109375],[576.497314453125 901.9960327148438 753.9058227539062 953.2553100585938],0.7703629732131958,OD02BC1048,0.8,False
